id;image_path;figures_original;difference_figuren;rating;answer;fascination;participant_id;expertise;fromwhere;zuversichtlich;beurteilt;beurteiler1_yesno;beurteiler1_scaled;beurteiler2_yesno;beurteiler2_scaled;use_this;beurteiler3_yesno;ELO-RATING;accuracy_pixel_by_pixel;figuren;analogy_yes_no;time_on_board
391;2;8;-2;8/8/KQn1r3/7r/4k3/8/8/8;Pferd kann so gesetzt werden, dass es den eigenen Turm verteidigt und dieser Druck auf die weiße Königin ausbauen kann.;4;54f1b1ce7a;Novice;1;3;2;1;2;1;3;;;608;0.78125;6;1;43.9094
401;2;8;0;1Q6/2R2Nrk/3p4/8/4K1P1/8/8/8;Turm kann König bald nehmen;4;54f19c667a;Novice;2;3;2;1;3;1;3;;;573;0.84375;8;1;57.3661
404;3;13;2;8/3B4/5p1k/4pPp1/3pP1P1/2pPb2K/2P5/7b;Zwei neue Springer sind dazu gekommen;5;54f19c667a;Novice;2;3;2;1;4;1;4;;;573;0.953125;15;1;40.2866
411;2;8;0;Q7/1R3Bqk/4p3/8/6P1/8/8/4K3;Schwarze Königin wird verloren sein;4;54f19d927a;Novice;1;4;2;1;4;1;1;;;495;0.875;8;1;59.2794
412;1;7;-1;7k/8/4NR2/2n3P1/8/8/7b/8;ähnliche Sitiaton;2;54f19d927a;Novice;2;3;2;1;1;0;1;;1.0;495;0.828125;6;1;32.8866
423;5;14;2;2r1b3/p7/1p1Nkp2/4p1p1/P2P3P/4P3/8/1R2K3;der schwarze König ist unter Durck durc weites Pferd;2;54f19eaa7a;Novice;1;2;2;1;4;1;2;;;642;0.671875;16;1;37.532
425;11;8;3;8/1bp5/1p6/2p2k2/PPP4P/1B3K2/8/8;Der schwarze könig ist leicht evrschoben und zwei Bischoops sind dazu gejommen.;1;54f19eaa7a;Novice;2;2;2;1;4;1;2;;;642;0.84375;11;1;42.8751
437;12;8;3;8/3b3p/4B1pP/6P1/3kp1K1/4P3/3P4/8;Immer noch ein ordentliches position;3;54f19fcc7a;Novice;2;2;2;1;4;1;3;;;589;0.71875;11;1;32.3123
441;2;8;-1;7R/qk1N2R1/3p4/8/8/8/8/2K5;Weiß kann einen taktischen Zug machen, um die schwarze Dame zu gewinnen;4;54f1a0ee7a;Novice;1;3;2;1;5;1;4;;;567;0.828125;7;1;46.4645
442;1;7;-1;k7/2RN4/5n2/8/8/b7/8/6K1;Das habe ich gespiegelt;2;54f1a0ee7a;Novice;2;3;2;1;2;0;2;;1.0;567;0.796875;6;1;50.0264
444;3;13;0;8/8/3k1p2/4pPp1/3pP1P1/2pP3K/2P3B1/8;Ich weiß es nicht besser;3;54f1a0ee7a;Novice;2;3;2;1;1;1;2;;;567;0.9375;13;1;70.8851
445;11;8;0;8/1p6/p4k2/3p4/P2P3P/5K2/8/8;Mir fällt es schwer eine ander Position zu zeigen;1;54f1a0ee7a;Novice;2;2;2;1;2;1;3;;;567;0.875;8;1;34.0321
447;12;8;0;8/1p6/p7/P1p1k3/2P5/3PK3/8/8;Keine Ahnung;3;54f1a0ee7a;Novice;2;2;2;1;1;1;3;;;567;0.96875;8;1;43.7363
449;6;11;0;8/8/5k2/4pPp1/3pP1P1/2pP3K/2P5/8;Der schwarze könig blokciert es nun;2;54f1a0ee7a;Novice;2;3;2;1;1;1;1;;;567;0.96875;11;1;36.9557
452;1;7;-1;k7/3N4/2R2n2/8/8/7b/8/6K1;Schwarzer König unter Druck;2;54f1a2107a;Novice;2;3;2;1;2;0;3;;1.0;701;0.84375;6;1;60.1696
455;11;8;-1;8/8/p7/2P2k2/P1p4P/4K3/8/8;Eine Art wo alles Gleich ist.;1;54f1a2107a;Novice;2;2;2;1;2;1;2;;;701;0.921875;7;1;48.51390000000001
462;1;7;-1;7K/b7/8/8/4n3/2R5/3N4/k7;der weiße Turm kann den schwarzen König nicht matt setzen ohne Support vom weißen Pferd;2;54f1a3327a;Novice;2;3;2;1;2;0;2;;1.0;523;0.8125;6;1;70.3806
465;11;8;-1;8/1p6/N3k3/2P5/B1p5/4K3/8/8;eine ähnliche Situation;1;54f1a3327a;Novice;2;2;2;1;4;1;1;;;523;0.890625;7;1;58.8461
466;14;12;-3;8/8/8/1pk2B2/pP3bP1/PK6/8/8;Einfach nur so gespiegelt.;1;54f1a3327a;Novice;2;2;2;1;2;1;2;;;523;0.765625;9;1;32.9871
468;8;9;-1;8/5Pp1/p2r2N1/2kR3K/8/8/8/8;Ein starke Turm der sich dem schwarzen König annimt;4;54f1a3327a;Novice;1;3;2;1;2;1;2;;;523;0.75;8;1;46.9317
471;2;8;-2;8/8/8/8/1R6/R4Nkq/8/3K4;Turm greift den König gleich an;4;54f1a44a7a;Novice;1;3;2;1;5;1;4;;;648;0.78125;6;1;59.2382
475;11;8;-1;8/1p6/b7/2n1k3/B1N5/4K3/8/8;PFerde und läufer sind neu dazugekommen;1;54f1a44a7a;Novice;2;2;2;1;4;1;4;;;648;0.921875;7;1;41.2601
476;14;12;-2;8/8/2pkB3/1pP5/pPKb4/P7/8/8;Bauern blocken sich gegenseitig aus.;5;54f1a44a7a;Novice;2;2;2;1;4;0;3;;1.0;648;0.703125;10;1;54.5666
479;6;11;-1;8/5k2/8/4pPp1/3pP1P1/2pP3K/8/8;Der schwarze König hat eine andere Position eingenommen...;2;54f1a44a7a;Novice;2;3;2;1;2;1;3;;;648;0.9375;10;1;40.8378
481;2;8;0;4k3/4q3/4N3/8/2R4p/4R1P1/8/3K4;Pferd geht, Turm greift an;1;54f1a56c7a;Novice;1;3;2;1;2;1;2;;;555;0.75;8;1;34.4745
482;1;7;-1;4k3/8/3RN3/8/5n2/b7/8/2K5;Pferde können sich gegenseitig bekämpfen;2;54f1a56c7a;Novice;2;3;2;1;2;1;2;;;555;0.828125;6;1;52.601400000000005
483;5;14;-1;1b3r2/3N3p/p7/5bkp/P2p4/2P5/5R2/K7;Pferd greift an den Turm und läufer.;2;54f1a56c7a;Novice;1;2;2;1;2;1;1;;;555;0.75;13;1;43.0363
484;3;13;1;8/2k5/1p1p4/1PpP1K2/2P1p1p1/4PpP1/5P2/8;Eine ander Form die das gleich everköprtet;3;54f1a56c7a;Novice;2;3;2;1;2;1;3;;;555;0.625;14;1;41.4833
485;11;8;1;8/1b6/N5b1/2r1k2p/B1N5/4K3/8/8;Die Figuren sind einfach ausgetaucsht;1;54f1a56c7a;Novice;2;2;2;1;4;1;1;;;555;0.875;9;1;56.7316
487;12;8;1;8/7p/6p1/3k4/4p1P1/2K1P2P/3P4/8;Bauern habe ich nun gespiegelt.;3;54f1a56c7a;Novice;2;5;2;1;4;1;3;;;555;0.75;9;1;38.4401
491;2;8;0;7R/qkN3R1/8/2p5/4P3/8/8/2K5;Turm greift gleich an und kann theoretisch die Königin zu nehmen;4;54f1a6847a;Novice;1;3;2;1;5;1;4;;;619;0.78125;8;1;50.62649999999999
492;1;7;-1;8/7P/4b3/8/1K6/N7/4R3/k7;Weißer Bauer wird zur Königin, und Matt ist in aussicht;2;54f1a6847a;Novice;2;3;2;1;5;1;4;;;619;0.796875;6;1;45.9915
493;5;14;-1;1r6/3N4/pk2p3/5b2/P1p3p1/1P6/7p/K5R1;Schwarzer Bauer kann zur Dame weredn;2;54f1a6847a;Novice;1;2;2;1;2;0;1;;1.0;619;0.71875;13;1;36.9716
495;11;8;1;8/8/2bbb1k1/1p6/3P3P/1P2K3/8/8;Ein doch sehr ähnliches Bild mit mehreren Läufern;1;54f1a6847a;Novice;2;2;2;1;4;0;2;;1.0;619;0.796875;9;1;53.2608
496;14;12;0;8/8/6pp/1pb1kPP1/pP4BK/8/P7/8;Gleiche Figuren anders verteilt...;1;54f1a6847a;Novice;2;2;2;1;2;1;1;;;619;0.734375;12;1;40.2237
501;2;8;-2;R7/1R3Nqk/8/8/8/8/8/4K3;weißes Pferd kann den eigenen Turm schützen und somit greift Turm die Dame an;4;54f18f507a;Novice;1;3;2;1;2;1;1;;;582;0.9375;6;1;30.8182
502;1;7;-1;8/7k/4NR2/8/3n4/7b/8/6K1;Der Turm ist noch flexibel genug sich dem schwarzen König zu stelen;2;54f18f507a;Novice;2;3;2;1;2;1;3;;;582;0.828125;6;1;47.5028
505;11;8;-1;8/8/8/8/1p4P1/P1Pk3p/8/3K4;es könnte zur Dame für Schwarz kommen.;1;54f18f507a;Novice;2;2;2;1;4;1;2;;;582;0.765625;7;1;35.4212
506;14;12;-3;8/8/8/8/3knpp1/5K2/4pNP1/4P3;alles blockt sich aus;1;54f18f507a;Novice;2;2;2;1;4;1;3;;;582;0.734375;9;1;55.2548
508;8;9;-1;8/8/5r1k/5p1p/5P1N/8/2K5/6R1;alles nur verschoben.;4;54f18f507a;Novice;1;3;2;1;2;1;1;;;582;0.796875;8;1;43.3703
512;1;7;0;8/6k1/4NR2/2n3P1/7b/8/8/3K4;Der schwarze König wird in die Ecke gedrängt.;2;54f191627a;Novice;2;3;2;1;2;1;1;;;634;0.78125;7;1;45.5576
513;5;14;0;2b2r2/7p/pk3Np1/3p1p2/P7/8/2P2P2/2K3R1;chwarze König wird wieder unter Druck gesetet;1;54f191627a;Novice;1;2;2;1;2;1;2;;;634;0.90625;14;1;52.2314
517;12;8;2;8/1p6/1Ppk2p1/2P2p2/5P2/4PK2/8/8;Ein ähnliche Situation;3;54f191627a;Novice;2;2;2;1;4;1;4;;;634;0.78125;10;1;52.8823
521;2;8;0;7R/qkB3R1/3p4/6P1/8/8/8/4K3;weiße Spieler hat die Option, die wertvollste Figur des Gegners zu schlagen;4;54f193247a;Novice;1;3;2;1;2;0;1;;1.0;506;0.875;8;1;49.1584
526;14;12;1;8/p7/Pp3pp1/1Pk2PPp/3bK3/5B2/8/8;irgendwie was ähnliches,;1;54f193247a;Novice;2;2;2;1;2;1;1;;;506;0.765625;13;1;41.9955
529;6;11;2;8/8/1PpPk3/Pp1pK3/p3Pp2/5P2/8/8;Die könige machen sich bereit und die bauern sthen sich gegenüber;2;54f193247a;Novice;2;2;2;1;2;1;3;;;506;0.671875;13;1;39.9653
530;15;12;6;8/p6p/P3k1pP/2p1b1P1/3b2p1/5KPp/1P2B2P/5B2;Einfach mit mehreren Figuren für mehr Komplezitaet;3;54f193247a;Novice;2;1;2;1;4;1;2;;;506;0.75;18;1;34.9652
531;2;8;-2;1q6/1k6/1N6/8/8/8/1R6/2R1K3;Pferd sich bewegen und Turm kann auf König und dannach Königin gehen;4;54f1946e7a;Novice;1;3;2;1;2;1;2;;;677;0.828125;6;1;33.3611
532;1;7;-1;7k/4NR2/2n3P1/8/8/7b/8/8;irgendwas;2;54f1946e7a;Novice;2;3;2;1;1;1;1;;;677;0.984375;6;1;45.3145
537;12;8;-2;8/8/p1k2P2/1P1Kp3/8/8/8/8;Bauern greifen sich gegenseitig an;3;54f1946e7a;Novice;2;2;2;1;2;1;1;;;677;0.828125;6;1;53.8631
542;1;7;2;8/4NRpk/2n4p/6P1/8/7b/8/3K4;Der schwarze König ist noch geschützt und wird sich zur Wehr setzen könnne.;2;54f195a47a;Novice;2;3;2;1;1;1;1;;;543;0.875;9;1;34.1125
543;5;14;3;1rb2r2/8/pk3N1p/2p3p1/3P1P1P/8/1P4P1/4K1R1;Das Spiel ist ausgeglochen;2;54f195a47a;Novice;1;2;2;1;2;1;1;;;543;0.765625;17;1;47.3027
546;14;12;4;p6p/p5p1/Pp4p1/kP1pB1Pp/3bP1K1/8/8/8;Noch mehr Bauern auf dem Spielfeld.;1;54f195a47a;Novice;2;2;2;1;2;1;3;;;543;0.703125;16;1;41.2983
549;6;11;5;8/1k6/1PpP4/Pp1pK3/p3Pp2/5Pp1/6Pp/8;Ein ganz großes V-Form wurde erstellt;2;54f195a47a;Novice;2;3;2;1;2;1;1;;;543;0.625;16;1;37.1425
551;2;8;0;8/1R3Bqk/R2p4/6P1/8/8/8/4K3;weißes Läufer kann den Turm schützen und Turm kann die Dame angreifen;4;54f196c67a;Novice;1;3;2;1;2;1;2;;;621;0.921875;8;1;53.4222
552;1;7;0;7k/4NR2/3b4/6P1/8/7b/8/3K4;Weis nicht;2;54f196c67a;Novice;2;3;2;1;2;1;1;;;621;0.90625;7;1;50.0294
553;5;14;0;2b1r3/8/p2N4/2p3k1/3P3P/6P1/8/6RK;viele Bauern auf einmal;2;54f196c67a;Novice;1;2;2;1;4;1;3;;;621;0.703125;14;1;48.2884
562;1;7;-1;8/4NR1k/2b3P1/8/8/7n/8/3K4;Etwas veränderte Sitautaion;2;54f197f27a;Novice;2;3;2;1;1;0;2;;1.0;598;0.90625;6;1;45.2832
563;5;14;-2;1b3r2/6p1/pk3N2/2p5/2KP3P/3R2P1/8/8;Leicht verändert;2;54f197f27a;Novice;1;2;2;1;2;0;1;;1.0;598;0.78125;12;1;54.8747
567;12;8;0;8/1p6/p7/P1p1k3/2P5/3PK3/8/8;Die Bauern spielen sich gegenseitig aus.;3;54f197f27a;Novice;1;2;2;1;1;1;3;;;598;0.96875;8;1;38.7559
568;8;9;0;2r1k3/2p1p3/2P1N3/8/7p/8/5K2/3R4;Wieder leicht gespiegelt;4;54f197f27a;Novice;1;3;2;1;2;1;2;;;598;0.71875;9;1;43.7646
571;2;8;-2;2R1K3/8/8/8/4p3/2N5/2k5/2q5;Pferd kann schwarzen Bauern nehmen und Turm kann auf Königin gehen;4;54f199147a;Novice;2;3;2;1;2;1;3;;;563;0.78125;6;1;42.6332
573;5;14;-4;1b3b2/7p/pk3Np1/8/8/8/3P4/2R2K2;Ein paar Figuren wurde verändern;2;54f199147a;Novice;1;2;2;1;4;1;1;;;563;0.828125;10;1;41.5774
577;12;8;-1;8/8/4k1pP/5pP1/5P2/5K2/8/8;Gespiegelte Position;3;54f199147a;Novice;2;2;2;1;4;1;4;;;563;0.765625;7;1;43.73
578;8;9;-1;3k1r2/3p1p2/3P1N2/8/8/8/4K3/4R3;Habe es einfach als Block dargestellt.;4;54f199147a;Novice;1;3;2;1;2;1;1;;;563;0.828125;8;1;30.8541
579;6;11;-2;5P2/1kK1Pp2/2pPp3/3p4/8/8/8/8;Wie ein Pfeil der auf der andren Seite steht mit gleicehn Figuren;2;54f199147a;Novice;1;3;2;1;4;1;3;;;563;0.671875;9;1;46.773500000000006
581;2;8;-2;1k6/8/4r3/QKn3r1/8/8/8/8;Das schwarze Pferd kann so hingestellt werden, dass es den eigenen Turm beschützt und gleichzeitig den weißen König bedroht.;4;54f19a2c7a;Novice;1;3;2;1;2;1;1;;;692;0.796875;6;1;39.2388
583;5;14;-4;1b3r2/7p/4N1p1/6k1/7p/8/2R2P2/4K3;Der schwarze König ist in der H Linie eingequetscht;2;54f19a2c7a;Novice;1;2;2;1;4;1;1;;;692;0.84375;10;1;32.2192
586;14;12;-3;8/7p/7P/2kp4/2pPB3/2P1K3/8/8;Der Läufer kann den Bauern nehmen;1;54f19a2c7a;Novice;2;4;2;1;2;1;1;;;692;0.703125;9;1;30.3624
591;2;8;-2;8/4p3/7R/kqB3R1/8/8/8/8;Läufer kann Schach dem König geben, dann verliert der schwarze siene Dame sicher;4;54f19b4e7a;Novice;1;3;2;1;2;1;3;;;545;0.796875;6;1;30.812
592;1;7;-1;7k/4NR2/2n5/6P1/8/8/5b2/8;Auch in dieser Position ist Schwarz wiede runterlegen;2;54f19b4e7a;Novice;2;3;2;1;2;1;2;;;545;0.921875;6;1;49.2199
593;5;14;-4;2b5/5r1p/3N4/4p3/pk6/8/2R1P3/3K4;Das weiße Pferd und er weße Turm attackieren den König;2;54f19b4e7a;Novice;1;2;2;1;2;1;3;;;545;0.6875;10;1;52.7695
594;3;13;-2;8/8/8/8/3p1k2/2pPp3/1pP1P3/1P1P1K2;Eien ähnliche Form;3;54f19b4e7a;Novice;1;3;2;1;2;1;3;;;545;0.75;11;1;40.6728
597;12;8;0;8/6bk/6bb/8/8/BB6/KB6/8;Läufer sind weis und in schwarz gegenübergestellt;3;54f19b4e7a;Novice;2;2;2;1;4;1;2;;;545;0.75;8;1;59.6859
599;6;11;-2;8/8/8/4pP1K/3pP1P1/2pP4/2k5/8;jetzt wird aufgelöst. Könige attacken;2;54f19b4e7a;Novice;2;3;2;1;2;0;1;;1.0;545;0.90625;9;1;31.4735
604;3;13;2;8/2b3p1/5pP1/4pP2/2kpP3/2pPK3/1pP5/1P6;Eine L Form die auch blockiert;3;54f183d47a;Novice;2;3;2;1;4;1;4;;;817;0.8125;15;1;81.1509
605;11;8;2;8/p7/p3k3/2p4p/8/8/P1P3P1/4K2P;Alles wurde veschoben. ;1;54f183d47a;Novice;2;2;2;1;4;1;5;;;817;0.78125;10;1;38.5065
609;6;11;2;8/1pP2KPp/2pP1Pp1/3pPp2/4k3/8/8/8;gespiegeltes V nach oben hin;2;54f183d47a;Novice;2;3;2;1;4;1;1;;;817;0.671875;13;1;38.3798
611;2;8;-2;8/8/8/8/1R3N2/R5kq/8/3K4;Turm greift den König an;2;54f185a07a;Novice;1;3;2;1;2;1;2;;;901;0.78125;6;1;46.5482
612;1;7;-1;8/b2N4/2k5/3Rn3/2P5/8/8/8;Der schwarze Läufer unterstütz den König und die andern machen Druck;2;54f185a07a;Novice;2;3;2;1;2;1;1;;;901;0.8125;6;1;32.5801
614;3;13;-1;8/8/8/4p1k1/3pPp2/2pP1P2/1pP5/1P4K1;Auch eine  Form;3;54f185a07a;Novice;2;3;2;1;2;1;2;;;901;0.8125;12;1;51.0467
615;11;8;-1;1p6/p7/5k2/8/7P/5K2/P1P5/8;Dai Bauern wurden neu aufgestellt.;1;54f185a07a;Novice;2;2;2;1;2;1;2;;;901;0.796875;7;1;31.4969
617;12;8;-1;8/1p6/p7/P1p1k3/8/3PK3/8/8;Irgendwie alles gleich;3;54f185a07a;Novice;2;2;2;1;2;0;3;;1.0;901;0.953125;7;1;50.3865
618;8;9;-1;k1r5/b1P5/n1p5/8/8/8/8/1RK5;Ziehmlich a4hnlcih aber doch anders.G;2;54f185a07a;Novice;1;3;2;1;2;0;3;;1.0;901;0.734375;8;1;45.6412
623;5;14;0;1b2r3/7p/pk1N2p1/5p2/P6P/8/1P3P2/R1K5;Ausgeglichen;5;54f186c27a;Novice;1;2;2;1;2;1;1;;;732;0.8125;14;1;48.4958
626;14;12;1;1b4b1/8/p5P1/P3k1p1/2p4p/4K3/2P5/1B4B1;Bauern wurden umverteilt;1;54f186c27a;Novice;2;5;2;1;4;1;5;;;732;0.71875;13;1;49.8533
627;12;8;2;8/3KN3/3Nn3/2Nn4/1Nn5/1nk5/8/8;Eine Linie mit Pferden;3;54f186c27a;Novice;2;2;2;1;4;1;5;;;732;0.75;10;1;31.0407
635;11;8;-2;8/8/3k1K2/2p3p1/2P4P/8/8/8;Weniger geht auch;1;54f187ee7a;Novice;2;2;2;1;4;1;5;;;892;0.875;6;1;51.4905
636;14;12;-6;8/8/8/3k1p2/5Pp1/4K1P1/8/8;Immer noch weniger als vorher;1;54f187ee7a;Novice;2;2;2;1;4;1;4;;;892;0.75;6;1;38.9629
639;6;11;-5;8/4pK2/3pP3/2pP4/1k6/8/8/8;Einfach eine Diagonale;2;54f187ee7a;Novice;2;3;2;1;4;1;4;;;892;0.703125;6;1;54.066
641;2;8;-2;k7/8/8/8/r7/1r3nKQ/8/8;Schwarzes Pferd kann so gesetzt werden, dass es den eigeen Turm verteidigt und der weiße König im Schach steht;4;54f1891a7a;Novice;2;3;2;1;2;1;3;;;670;0.796875;6;1;44.2122
642;1;7;-1;3K4/8/7b/8/4n3/8/2RN4/k7;Der schwarze König und das gesamt Brett habe ich horizontal und quer gepiegelt;2;54f1891a7a;Novice;2;3;2;1;2;1;3;;;670;0.796875;6;1;48.53
644;3;13;-1;8/8/5p1k/4pPp1/3pP1P1/2pP3K/2P5/8;gggg;3;54f1891a7a;Novice;2;4;2;1;2;1;3;;;670;0.984375;12;1;42.67229999999999
645;11;8;-1;8/1p6/pk6/3p4/3P3P/2K5/8/8;ja das geht ja auch;1;54f1891a7a;Novice;2;2;2;1;4;1;4;;;670;0.859375;7;1;33.9651
650;15;12;5;8/pPp5/P1P5/Pp4pp/2p1k1P1/3b2pP/5B2/2K5;mhjm;3;54f1891a7a;Novice;1;1;2;1;2;0;1;;1.0;670;0.703125;17;1;46.0041
653;5;14;2;1b6/p4r2/1kq1N1p1/7p/2B5/5P1P/4B3/2Q1K1R1;Die beiden Damen ko4nnen ich gegenseiten ausschliesen;2;54f18a467a;Novice;1;2;2;1;4;1;3;;;852;0.703125;16;1;55.793
655;11;8;3;8/1p6/p7/2p1kq2/2P1Q2P/P1P1K3/8/8;Die Damen sind mit dazu gekommen ;1;54f18a467a;Novice;1;3;2;1;4;1;4;;;852;0.921875;11;1;34.0201
657;12;8;3;8/4PP2/2KPppp1/2Pp4/2p1k3/8/8/8;Die Bauern verschieben sich bloß auf dem Brett;5;54f18a467a;Novice;2;2;2;1;4;1;4;;;852;0.734375;11;1;35.4234
660;15;12;6;8/2Ppp3/p1PpP2p/P2b1kp1/2p3P1/4B1pP/8/2K5;Ich habe kleinere Boxen aus Figuren gebaut.;3;54f18a467a;Novice;2;1;2;1;2;1;3;;;852;0.640625;18;1;31.8379
664;3;13;1;8/8/5p1k/4pPp1/3pP1P1/2pP3K/2P5/7B;Alles gleich geblieben;3;54f18b687a;Novice;2;1;2;1;1;0;3;;1.0;1015;1.0;14;1;49.6297
665;11;8;1;8/1p6/p2p1k2/3p4/P2P3P/4K3/8/8;Ich habe nichts groß geändert;1;54f18b687a;Novice;2;5;2;1;2;1;3;;;1015;0.890625;9;1;37.6046
